CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
DVM6113,A,Seminar 1,2,08:30,11:30,FSS 8003,CONFLICT, TRANSITIONS &amp; PEACE,Benjamin Zyla
DVM6114,A,Seminar 1,5,11:30,14:30,FSS 8003,RIGHTS, SOC MOVEMENTS &amp; POWER,Nadia Abu-Zahra
DVM6502,A,Seminar 1,5,08:30,11:30,FSS 8003,MODES DE VIE, RES. &amp; DURABIL.,Jean-Philippe Leblond
DVM6503,A,Seminar 1,2,11:30,14:30,TBT 309,CONFLIT, TRANSITIONS ET PAIX,Marie-Eve Desrosiers
DVM6504,A,Seminar 1,3,08:30,11:30,FSS 8003,MOUV. SOC. EQUITÉ &amp; DROITS HUM,Pierre Beaudet
DVM8108,A,Seminar 1,3,11:30,14:30,FSS 8003,RES. SEM. IN INTNL. DEVEL.,Melissa Marschke Redwood
DVM8508,A,Seminar 1,1,11:30,14:30,FSS 8003,SÉM. RECH. EN DEV. INTERN.,Joshua Ramisch
EBC5389,,Lecture 1,2,19:00,22:00,MRT 211,E-COMMERCE TECHNOLOGIES,Thomas Tran
EBC6130,B,Lecture 1,1,17:30,20:30,MRT 015,WEB SERVICES,Umar Ruhi
EBC6230,B,Lecture 1,5,16:00,19:00,STE 2060,BUS. PROC. MGMT. TECH. &amp; APPLN,Liam Peyton
EBC6240,B,Lecture 1,5,16:00,19:00,STE F0126,MOBILE COMMERCE,Nour El-Kadri
EBC6250,B,Lecture 1,2,16:00,19:00,LPR 285,DOCUMENT ENGIN. FOR E-BUSINESS,Nour El-Kadri
EBC8102,S,Seminar 1,4,13:00,16:00,LMX 390,DOCTORAL SEMINAR IN E-BUS. II,Liam Peyton
